Property Type,District,Mukim,Scheme Name/Area,Road Name,"Month, Year of Transaction Date",Tenure,Land/Parcel Area,Unit,Main Floor Area,Unit        ,Unit Level,Transaction Price  ,query,latitude,longitude,school,kindergarten,university,hospital,clinic,supermarket,place_of_worship,bus_station,marketplace
Detached,Seberang Perai Utara,6,BERTAM PERDANA,LRG BENDAHARA 12,June 2024,Freehold,610.00,sq.m,212,sq.m,    ,"RM1,340,000.00","LRG BENDAHARA 12, Seberang Perai Utara, Malaysia",,,No,No,No,No,No,No,No,No,No
1 - 1 1/2 Storey Terraced,Jasin,Merlimau,TMN MUHIBAH FASA 11,JALAN MUHIBBAH FASA 11A,April 2024,Freehold,135.00,sq.m,89,sq.m,    ,"RM280,000.00","JALAN MUHIBBAH FASA 11A, Jasin, Malaysia",,,No,No,No,No,No,No,No,No,No
Condominium/Apartment,Gombak,Rawang,SELAYANG HEIGHTS,   ,September 2024,Freehold,105.31,sq.m,-,-,1,"RM356,000.00","Gombak, Malaysia",3.3,101.7,Yes,No,No,Yes,No,No,Yes,Yes,No
Low-Cost House,Bentong,Pelangai,PPRM DESA BARIS IDAMAN,JLN DBI 5,February 2024,Leasehold,130.00,sq.m,67,sq.m,    ,"RM35,000.00","JLN DBI 5, Bentong, Malaysia",,,No,No,No,No,No,No,No,No,No
Low-Cost Flat,Kuala Lumpur,Mukim Kuala Lumpur,SEGAR RIA,   ,July 2024,Freehold,61.00,sq.m,-,-,9,"RM170,000.00","Kuala Lumpur, Malaysia",3.1526589,101.7022205,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
Detached,Johor Bahru,Plentong,KG PASIR PUTEH,JLN MUHIBBAH,September 2024,Leasehold,658.00,sq.m,111,sq.m,    ,"RM150,000.00","JLN MUHIBBAH, Johor Bahru, Malaysia",1.4721184,103.7721934,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
Low-Cost Flat,Kuala Selangor,Bandar Kuala Selangor,TMN KUALA SELANGOR UTAMA,   ,March 2024,Freehold,59.64,sq.m,-,-,2,"RM105,000.00","Kuala Selangor, Malaysia",3.3621022,101.3455503,Yes,No,No,No,No,No,Yes,No,No
2 - 2 1/2 Storey Terraced,Johor Bahru,Plentong,TMN DESA JAYA,JLN PERMATANG 24,November 2024,Freehold,143.00,sq.m,131,sq.m,    ,"RM655,000.00","JLN PERMATANG 24, Johor Bahru, Malaysia",1.562476,103.8024,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
Low-Cost Flat,Petaling,Bandar Petaling Jaya,SEK 17 P.JAYA(PKNS)-JLN 17/2,   ,June 2024,Leasehold,55.00,sq.m,-,-,3,"RM200,000.00","Petaling, Malaysia",3.083333,101.583333,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
1 - 1 1/2 Storey Terraced,Bahagian Kuching,Bahagian Kuching,TAMAN SRI BANGAU,JLN SULTAN TENGAH,February 2024,Leasehold,360.40,sq.m,96,sq.m,    ,"RM480,000.00","JLN SULTAN TENGAH, Bahagian Kuching, Malaysia",1.6008896,110.3389931,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes
2 - 2 1/2 Storey Terraced,Hulu Langat,Bandar Batu 18 Semenyih,TROPICANA HEIGHTS (SEMENYIH),JALAN TH 2/3,February 2024,Freehold,153.00,sq.m,186,sq.m,    ,"RM833,000.00","JALAN TH 2/3, Hulu Langat, Malaysia",,,No,No,No,No,No,No,No,No,No
Detached,Bahagian Kuching,Bahagian Kuching,SEMARIANG RESETTLEMENT SCHEME,JALAN SEMARIANG,January 2024,Leasehold,"1,006.00",sq.m,"1,776",sq.m,    ,"RM800,000.00","JALAN SEMARIANG, Bahagian Kuching, Malaysia",1.5811737,110.3324804,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes
2 - 2 1/2 Storey Terraced,Hulu Langat,Cheras,"PALM WALK , BDR SG LONG",JLN SL 9/9E,October 2024,Freehold,130.10,sq.m,168,sq.m,    ,"RM755,000.00","JLN SL 9/9E, Hulu Langat, Malaysia",3.0511791,101.8098352,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
1 - 1 1/2 Storey Terraced,Manjung,Lekir,TAMAN SERI BAIDURI,JALAN SERI BAIDURI,August 2024,Freehold,244.00,sq.m,89,sq.m,    ,"RM349,000.00","JALAN SERI BAIDURI, Manjung, Malaysia",,,No,No,No,No,No,No,No,No,No
1 - 1 1/2 Storey Terraced,Seremban,Labu,RIMBUN AMAN @ SEREMBAN 2,JALAN RIMBUN AMAN 18,May 2024,Freehold,120.80,sq.m,73,sq.m,    ,"RM415,000.00","JALAN RIMBUN AMAN 18, Seremban, Malaysia",,,No,No,No,No,No,No,No,No,No
Detached,Kinta,Ulu Kinta,KG SRI KINTA,JALAN SRI KINTA 9,July 2024,Leasehold,390.00,sq.m,140,sq.m,    ,"RM220,000.00","JALAN SRI KINTA 9, Kinta, Malaysia",4.5781576,101.1275602,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
Flat,Gombak,Bandar Kundang,BANDAR COUNTRY HOMES,   ,March 2024,Freehold,56.00,sq.m,-,-,3,"RM97,000.00","Gombak, Malaysia",3.3,101.7,Yes,No,No,Yes,No,No,Yes,Yes,No
2 - 2 1/2 Storey Terraced,Dungun,Kuala Paka,TMN DESA IDAMAN,OFF JLN SANTONG,June 2024,Leasehold,252.00,sq.m,117,sq.m,    ,"RM375,000.00","OFF JLN SANTONG, Dungun, Malaysia",,,No,No,No,No,No,No,No,No,No
Flat,Hulu Langat,Pekan Kajang,TMN IMPIAN EHSAN,   ,July 2024,Leasehold,74.32,sq.m,-,-,3,"RM160,000.00","Hulu Langat, Malaysia",3.083333,101.833333,Yes,Yes,No,No,Yes,No,Yes,No,No
2 - 2 1/2 Storey Terraced,Batu Pahat,Simpang Kanan,TMN DESA BOTANI TR 298,JLN DESA BOTANI 19,January 2024,Freehold,163.00,sq.m,205,sq.m,    ,"RM800,000.00","JLN DESA BOTANI 19, Batu Pahat, Malaysia",1.8665782,102.9329605,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
Low-Cost Flat,Seberang Perai Tengah,6,BANDAR PERDA  (PMTG ROTAN),   ,February 2024,Freehold,58.00,sq.m,-,-,1,"RM200,000.00","Seberang Perai Tengah, Malaysia",5.3610703,100.4573584,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
Condominium/Apartment,Sepang,Dengkil,CYBERJAYA (VERDI SYMPHONY HILLS),   ,May 2024,Freehold,65.00,sq.m,-,-,37,"RM585,000.00","Sepang, Malaysia",2.8008619,101.7094012,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes
Detached,Melaka Tengah,Balai Panjang,TMN POKOK MANGGA,JLN PM,August 2024,Freehold,626.00,sq.m,135,sq.m,    ,"RM560,000.00","JLN PM, Melaka Tengah, Malaysia",2.253216,102.1850289,Yes,Yes,No,No,Yes,No,Yes,No,Yes
Detached,Sepang,Dengkil,CYBERJAYA (PERDANA LAKE VIEW),JALAN SRI TASIK TIMUR,June 2024,Freehold,"1,070.00",sq.m,953,sq.m,    ,"RM4,800,000.00","JALAN SRI TASIK TIMUR, Sepang, Malaysia",2.9201841,101.6686229,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
2 - 2 1/2 Storey Terraced,Klang,Kapar,BDR BUKIT RAJA,JALAN MAHLIGAI 1F/KU2,May 2024,Freehold,130.00,sq.m,165,sq.m,    ,"RM658,000.00","JALAN MAHLIGAI 1F/KU2, Klang, Malaysia",3.0922499,101.4628281,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
Condominium/Apartment,Johor Bahru,Plentong,BDR BARU KOTA PUTRI,   ,July 2024,Freehold,89.00,sq.m,-,-,9,"RM300,000.00","Johor Bahru, Malaysia",1.4581986,103.7649059,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
1 - 1 1/2 Storey Terraced,Jasin,Rim,TMN RIM MUTIARA,JALAN RM 2,June 2024,Freehold,127.00,sq.m,78,sq.m,    ,"RM270,000.00","JALAN RM 2, Jasin, Malaysia",,,No,No,No,No,No,No,No,No,No
2 - 2 1/2 Storey Terraced,Muallim,Hulu Bernam Timor,PECAHAN LOT 4589,JALAN BEHRANG - TG. MALIM,March 2024,Freehold,132.00,sq.m,202,sq.m,    ,"RM390,000.00","JALAN BEHRANG - TG. MALIM, Muallim, Malaysia",,,No,No,No,No,No,No,No,No,No
Detached,Klang,Kelang,AMBANG BOTANIC,JLN IMPIAN 6G/KS6,July 2024,Freehold,543.48,sq.m,481,sq.m,    ,"RM4,138,000.00","JLN IMPIAN 6G/KS6, Klang, Malaysia",2.9906026,101.4584395,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No
Detached,Bera,Teriang,KG BARU MENGKUANG,LRG 5 KG BARU,June 2024,Leasehold,189.05,sq.m,118,sq.m,    ,"RM49,000.00","LRG 5 KG BARU, Bera, Malaysia",,,No,No,No,No,No,No,No,No,No
1 - 1 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,OVERSEAS UNION GARDEN,JLN AWAN KECIL 4,July 2024,Freehold,149.00,sq.m,101,sq.m,    ,"RM680,000.00","JLN AWAN KECIL 4, Kuala Lumpur, Malaysia",3.0756046,101.6686767,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
1 - 1 1/2 Storey Terraced,Perlis,Sena,TMN SENA INDAH,JALAN PERMAI,August 2024,Freehold,142.97,sq.m,82,sq.m,    ,"RM260,000.00","JALAN PERMAI, Perlis, Malaysia",6.4477215,100.2073104,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes
1 - 1 1/2 Storey Terraced,Alor Gajah,K.Linggi,TMN KELISA,JALAN KELISA 4,July 2024,Freehold,121.00,sq.m,80,sq.m,    ,"RM200,000.00","JALAN KELISA 4, Alor Gajah, Malaysia",2.3834437,101.9791763,Yes,Yes,Yes,No,No,No,Yes,No,No
Condominium/Apartment,Johor Bahru,Bandar Johor Bahru,DANGA VIEW APARTMENT,   ,May 2024,Freehold,94.00,sq.m,-,-,8,"RM390,000.00","Johor Bahru, Malaysia",1.4581986,103.7649059,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
Town House,Hulu Langat,Pekan Cheras,TMN SRI CHERAS,   ,February 2024,Freehold,157.00,sq.m,-,-,1,"RM450,000.00","Hulu Langat, Malaysia",3.083333,101.833333,Yes,Yes,No,No,Yes,No,Yes,No,No
2 - 2 1/2 Storey Terraced,Seremban,Seremban,TMN NILAM SARI,JALAN TEMIANG,January 2024,Leasehold,120.80,sq.m,155,sq.m,    ,"RM412,000.00","JALAN TEMIANG, Seremban, Malaysia",2.7610866,101.9363623,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
Detached,Batang Padang,Bidor,KG  BARU BIDOR,JALAN BESAR,May 2024,Leasehold,164.99,sq.m,141,sq.m,    ,"RM300,000.00","JALAN BESAR, Batang Padang, Malaysia",4.1946975,101.2621105,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes
Low-Cost House,Perlis,Arau,RPA ARAU FASAI & II, JALAN TEJA 10,January 2024,Leasehold,157.00,sq.m,91,sq.m,    ,"RM200,000.00","JALAN TEJA 10, Perlis, Malaysia",6.4375358,100.2741833,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No
1 - 1 1/2 Storey Terraced,Raub,Mukim Teras,TAMAN SERI WAWASAN 3, LRG SERI WWSN 3/4,March 2024,Freehold,121.00,sq.m,81,sq.m,    ,"RM368,000.00","LRG SERI WWSN 3/4, Raub, Malaysia",,,No,No,No,No,No,No,No,No,No
Low-Cost House,Hilir Perak,Changkat Jong,TMN DESA MAJU PERAK,HALA BAIDURI 4,January 2024,Leasehold,130.00,sq.m,54,sq.m,    ,"RM97,000.00","HALA BAIDURI 4, Hilir Perak, Malaysia",4.0789563,101.1653079,Yes,Yes,No,No,Yes,No,Yes,No,Yes
Cluster House,Segamat,Buloh Kasap,"TAMAN TASIK SEJATI, FASA 4A, BULOH KASAP",JLN SEJATI 14,May 2024,Leasehold,238.00,sq.m,137,sq.m,    ,"RM373,000.00","JLN SEJATI 14, Segamat, Malaysia",2.4015198,103.016637,Yes,No,No,No,Yes,No,Yes,Yes,No
2 - 2 1/2 Storey Terraced,Petaling,Petaling,TMN BUKIT SERDANG SEK. 6,JLN BS 6/13,February 2024,Freehold,133.59,sq.m,143,sq.m,    ,"RM748,000.00","JLN BS 6/13, Petaling, Malaysia",3.0196007,101.6958923,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
2 - 2 1/2 Storey Terraced,Kinta,Ulu Kinta,TMN SRI DERMAWAN,LORONG TASEK TIMUR 1,February 2024,Leasehold,196.70,sq.m,302,sq.m,    ,"RM649,000.00","LORONG TASEK TIMUR 1, Kinta, Malaysia",4.6281164,101.1211097,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
2 - 2 1/2 Storey Semi-Detached,Petaling,Sungai Buluh,BANDAR DAMANSARA PERDANA,JLN PJU 8/12C,January 2024,Leasehold,278.50,sq.m,372,sq.m,    ,"RM2,240,000.00","JLN PJU 8/12C, Petaling, Malaysia",3.1785724,101.6028323,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
2 - 2 1/2 Storey Terraced,Bahagian Sri Aman,Bahagian Sri Aman,SIANG GARDEN,JALAN TAMAN SIANG,September 2024,Freehold,357.50,sq.m,152,sq.m,    ,"RM280,000.00","JALAN TAMAN SIANG, Bahagian Sri Aman, Malaysia",,,No,No,No,No,No,No,No,No,No
2 - 2 1/2 Storey Semi-Detached,Petaling,Pekan Kinrara,BK 8 - PERUMAHAN KINRARA, JLN BK 8/1D,February 2024,Freehold,555.60,sq.m,242,sq.m,    ,"RM2,960,000.00","JLN BK 8/1D, Petaling, Malaysia",3.0425001,101.6625082,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
Flat,Timur Laut,Georgetown,TAMAN SRI INDAH (JALAN AIR ITAM),   ,July 2024,Freehold,65.00,sq.m,-,-,5,"RM380,000.00","Timur Laut, Malaysia",5.4103136,100.2870311,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
2 - 2 1/2 Storey Terraced,Sepang,Dengkil,SELANGOR CYBER VALLEY-RESIDENCY AURORA,JALAN CV 4B/3,May 2024,Leasehold,247.00,sq.m,207,sq.m,    ,"RM1,552,000.00","JALAN CV 4B/3, Sepang, Malaysia",2.9108281,101.6265327,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No
2 - 2 1/2 Storey Terraced,Kuala Muda,Bandar Sungai Petani,TMN SERI BAYU 2,JLN SERI BAYU 2/2,September 2024,Freehold,111.00,sq.m,113,sq.m,    ,"RM260,000.00","JLN SERI BAYU 2/2, Kuala Muda, Malaysia",5.7112033,100.5416168,Yes,Yes,No,No,Yes,No,Yes,No,No
1 - 1 1/2 Storey Semi-Detached,Seremban,Rantau,TMN BUKIT SENAWANG PERDANA (PHASE 2),JALAN BUKIT SENAWANG PERDANA,June 2024,Freehold,334.00,sq.m,139,sq.m,    ,"RM597,000.00","JALAN BUKIT SENAWANG PERDANA, Seremban, Malaysia",,,No,No,No,No,No,No,No,No,No
Condominium/Apartment,Bahagian Kuching,Bahagian Kuching,LIBERTY GROVE,   ,May 2024,Leasehold,121.42,sq.m,-,-,2,"RM555,000.00","Bahagian Kuching, Malaysia",1.5328561,110.0454453,No,No,No,No,No,No,Yes,No,No
2 - 2 1/2 Storey Terraced,Johor Bahru,Pulai,AVIRA GARDEN TERRACES @ MEDINI,JLN MEDINI TIMUR 8,June 2024,Freehold,163.10,sq.m,156,sq.m,    ,"RM1,088,000.00","JLN MEDINI TIMUR 8, Johor Bahru, Malaysia",1.3952232,103.6379296,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
1 - 1 1/2 Storey Terraced,Batang Padang,Batang Padang,TAMAN LAGENDA AMAN,OFF JALAN TAPAH ROAD,September 2024,Leasehold,231.00,sq.m,74,sq.m,    ,"RM326,000.00","OFF JALAN TAPAH ROAD, Batang Padang, Malaysia",,,No,No,No,No,No,No,No,No,No
1 - 1 1/2 Storey Semi-Detached,Dungun,Kuala Paka,TMN MURNI PERDANA, JLN RELING 1/2,January 2024,Leasehold,334.00,sq.m,85,sq.m,    ,"RM335,000.00","JLN RELING 1/2, Dungun, Malaysia",,,No,No,No,No,No,No,No,No,No
2 - 2 1/2 Storey Terraced,Hulu Langat,Semenyih,BDR RINCHING,JALAN 5/36,August 2024,Freehold,100.00,sq.m,112,sq.m,    ,"RM383,000.00","JALAN 5/36, Hulu Langat, Malaysia",2.9306563,101.8632483,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes
Low-Cost House,Kulai,Kulai,TMN MESRA,JLN CERMAI 8,July 2024,Freehold,71.53,sq.m,52,sq.m,    ,"RM340,000.00","JLN CERMAI 8, Kulai, Malaysia",1.6295229,103.6256407,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
2 - 2 1/2 Storey Terraced,Seremban,Bandar Nilai Utama Sek.1,TMN DESA INDAH,JLN INDAH 9,February 2024,Freehold,153.00,sq.m,131,sq.m,    ,"RM450,000.00","JLN INDAH 9, Seremban, Malaysia",2.8142263,101.8001685,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes
1 - 1 1/2 Storey Terraced,Bahagian Serian,Bahagian Serian,RPR BATU 18,LORONG 7C,September 2024,Leasehold,296.30,sq.m,53,sq.m,    ,"RM250,000.00","LORONG 7C, Bahagian Serian, Malaysia",1.3465072,110.5339013,No,No,No,No,No,No,No,No,No
Low-Cost Flat,Hulu Langat,Bandar Ampang,DESA LEMBAH PERMAI,   ,August 2024,Leasehold,61.00,sq.m,-,-,3,"RM170,000.00","Hulu Langat, Malaysia",3.083333,101.833333,Yes,Yes,No,No,Yes,No,Yes,No,No
1 - 1 1/2 Storey Terraced,Johor Bahru,Pulai,TMN UNIVERSITI,JLN PERUBATAN 6,March 2024,Freehold,121.00,sq.m,70,sq.m,    ,"RM450,000.00","JLN PERUBATAN 6, Johor Bahru, Malaysia",1.5292459,103.6151389,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes
2 - 2 1/2 Storey Terraced,Kuala Lumpur,Mukim Petaling,HAPPY GARDEN,JALAN SELESARIA 3,June 2024,Freehold,164.00,sq.m,155,sq.m,    ,"RM1,445,000.00","JALAN SELESARIA 3, Kuala Lumpur, Malaysia",3.0781432,101.6887218,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
2 - 2 1/2 Storey Terraced,Hulu Langat,Semenyih,TMN TIARA SOUTH (SEMENYIH), JALAN TIARA SOUTH 2,March 2024,Freehold,153.00,sq.m,219,sq.m,    ,"RM800,000.00","JALAN TIARA SOUTH 2, Hulu Langat, Malaysia",,,No,No,No,No,No,No,No,No,No
Condominium/Apartment,Timur Laut,Batu Feringgi,FERRINGHI EMAS RESORT (EDEN),   ,June 2024,Freehold,67.00,sq.m,-,-,16,"RM420,000.00","Timur Laut, Malaysia",5.4103136,100.2870311,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
1 - 1 1/2 Storey Terraced,Kinta,Ipoh Utara,TMN CHERRY,JALAN BUNGA CHERRY,March 2024,Freehold,174.27,sq.m,125,sq.m,    ,"RM350,000.00","JALAN BUNGA CHERRY, Kinta, Malaysia",4.609685,101.0750598,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
2 - 2 1/2 Storey Terraced,Klang,Kelang,TMN SEJATI KEHIJAUAN,TMN SEJATI KEHIJAUAN,March 2024,Freehold,178.37,sq.m,175,sq.m,    ,"RM1,118,000.00","TMN SEJATI KEHIJAUAN, Klang, Malaysia",,,No,No,No,No,No,No,No,No,No
2 - 2 1/2 Storey Terraced,Melaka Tengah,Ayer Molek,TAMAN MOLEK RESIDEN,MOLEK RESIDENCE,February 2024,Freehold,130.00,sq.m,177,sq.m,    ,"RM436,000.00","MOLEK RESIDENCE, Melaka Tengah, Malaysia",2.2313542,102.3410528,Yes,Yes,No,No,Yes,No,Yes,No,No
Low-Cost Flat,Johor Bahru,Pulai,TMN MUTIARA RINI,   ,June 2024,Leasehold,57.00,sq.m,-,-,3,"RM170,000.00","Johor Bahru, Malaysia",1.4581986,103.7649059,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
Condominium/Apartment,Kuala Lumpur,Mukim Batu,SRI PUTRAMAS II,   ,June 2024,Freehold,129.00,sq.m,-,-,4,"RM1,000,000.00","Kuala Lumpur, Malaysia",3.1526589,101.7022205,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
1 - 1 1/2 Storey Terraced,Melaka Tengah,Bkt Baru,TMN MERAK (P.LOT 1717),JALAN M 6,May 2024,Leasehold,121.00,sq.m,74,sq.m,    ,"RM215,000.00","JALAN M 6, Melaka Tengah, Malaysia",2.1929372,102.2646518,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
2 - 2 1/2 Storey Terraced,Petaling,Pekan Subang Jaya,USJ 11, JLN USJ 11/3L,February 2024,Freehold,167.00,sq.m,131,sq.m,    ,"RM950,000.00","JLN USJ 11/3L, Petaling, Malaysia",3.0485974,101.5811428,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
Low-Cost House,Jasin,Jasin,TMN MAJU FASA 1 & 2,JALAN KANDIS,March 2024,Leasehold,123.00,sq.m,60,sq.m,    ,"RM145,000.00","JALAN KANDIS, Jasin, Malaysia",,,No,No,No,No,No,No,No,No,No
2 - 2 1/2 Storey Terraced,Jasin,Ayer Panas,SCIENTEX JASIN MUTIARA,JLN SJM,August 2024,Freehold,89.00,sq.m,92,sq.m,    ,"RM180,000.00","JLN SJM, Jasin, Malaysia",,,No,No,No,No,No,No,No,No,No
Cluster House,Muar,Bandar Maharani,JLN TIMBALAN,JALAN WARISAN GEMILANG 2,October 2024,Freehold,169.00,sq.m,304,sq.m,    ,"RM1,150,000.00","JALAN WARISAN GEMILANG 2, Muar, Malaysia",,,No,No,No,No,No,No,No,No,No
2 - 2 1/2 Storey Semi-Detached,Johor Bahru,Plentong,BDR SERI ALAM, JLN RIMBA 50,March 2024,Freehold,312.48,sq.m,275,sq.m,    ,"RM1,000,000.00","JLN RIMBA 50, Johor Bahru, Malaysia",1.5187151,103.8735531,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
1 - 1 1/2 Storey Terraced,Seberang Perai Selatan,5,TMN SERULING EMAS,JALAN SERULING EMAS 2,February 2024,Freehold,111.00,sq.m,69,sq.m,    ,"RM360,000.00","JALAN SERULING EMAS 2, Seberang Perai Selatan, Malaysia",5.21213,100.5049298,Yes,No,No,Yes,Yes,No,Yes,No,Yes
2 - 2 1/2 Storey Terraced,Tampin,Pekan Repah Jaya,TMN BANDAR UTAMA TAMPIN,JLN PULAI 1,January 2024,Freehold,213.00,sq.m,103,sq.m,    ,"RM380,000.00","JLN PULAI 1, Tampin, Malaysia",,,No,No,No,No,No,No,No,No,No
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,LE CHATEAU,   ,May 2024,Freehold,121.00,sq.m,-,-,16,"RM488,000.00","Kuala Lumpur, Malaysia",3.1526589,101.7022205,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
2 - 2 1/2 Storey Semi-Detached,Johor Bahru,Tebrau,TMN DESA TEBRAU,JLN HARMONIUM 31/2,May 2024,Freehold,334.45,sq.m,427,sq.m,    ,"RM1,700,000.00","JLN HARMONIUM 31/2, Johor Bahru, Malaysia",1.5657767,103.7898808,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
2 - 2 1/2 Storey Semi-Detached,Kota Setar,Bandar Alor Setar,TMN LUMBA KUDA,JLN TUN SYED SHEH SHAHBUDIN 8,May 2024,Freehold,328.00,sq.m,198,sq.m,    ,"RM538,000.00","JLN TUN SYED SHEH SHAHBUDIN 8, Kota Setar, Malaysia",,,No,No,No,No,No,No,No,No,No
Low-Cost House,Pontian,Jeram Batu,TMN KIARA I,JLN KIARA 8,April 2024,Freehold,82.00,sq.m,73,sq.m,    ,"RM300,000.00","JLN KIARA 8, Pontian, Malaysia",1.5038068,103.532929,Yes,No,No,No,No,No,Yes,No,No
Condominium/Apartment,Bahagian Miri,Bahagian Miri,LITE VIEW PARK PH 1 APARTMENT,   ,August 2024,Leasehold,102.00,sq.m,-,-,1,"RM350,000.00","Bahagian Miri, Malaysia",4.0000054,113.9998793,No,No,No,No,No,No,No,No,No
1 - 1 1/2 Storey Terraced,Kuala Kangsar,Kota Lama Kiri,TAMAN ALAMANDA,TAMAN ALAMANDA,January 2024,Freehold,130.00,sq.m,93,sq.m,    ,"RM284,000.00","TAMAN ALAMANDA, Kuala Kangsar, Malaysia",,,No,No,No,No,No,No,No,No,No
2 - 2 1/2 Storey Terraced,Hulu Langat,Cheras,BDR MAHKOTA CHERAS,JLN DAYANG 21/8,November 2024,Freehold,121.00,sq.m,128,sq.m,    ,"RM499,000.00","JLN DAYANG 21/8, Hulu Langat, Malaysia",3.0533314,101.7919627,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,TRIA SEPUTEH RESIDENCES,   ,August 2024,Leasehold,116.00,sq.m,-,-,36,"RM867,000.00","Kuala Lumpur, Malaysia",3.1526589,101.7022205,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
1 - 1 1/2 Storey Terraced,Klang,Kelang,PULAU INDAH,L. IMAM YUSOF 45D/KS13(SG. PERIGI BESAR),March 2024,Freehold,123.00,sq.m,108,sq.m,    ,"RM350,000.00","L. IMAM YUSOF 45D/KS13(SG. PERIGI BESAR), Klang, Malaysia",,,No,No,No,No,No,No,No,No,No
2 - 2 1/2 Storey Terraced,Batu Pahat,Linau,TMN PUTERA INDAH,JALAN PUTERA INDAH 9/19,April 2024,Freehold,153.00,sq.m,176,sq.m,    ,"RM500,000.00","JALAN PUTERA INDAH 9/19, Batu Pahat, Malaysia",1.9273725,102.9395627,Yes,No,No,No,Yes,No,Yes,No,Yes
Condominium/Apartment,Barat Daya,12,QUEENS RESIDENCES Q2 @ QUEENS WATERFRONT,   ,June 2024,Freehold,88.00,sq.m,-,-,13,"RM950,000.00","Barat Daya, Malaysia",5.3356587,100.2389496,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes
Detached,Kemaman,Bandi,"TR 63, BDR CHENEH BARU",OFF JALAN JERANGAU / JABUR,August 2024,Leasehold,639.00,sq.m,63,sq.m,    ,"RM171,000.00","OFF JALAN JERANGAU / JABUR, Kemaman, Malaysia",,,No,No,No,No,No,No,No,No,No
2 - 2 1/2 Storey Terraced,Petaling,Damansara,"BUKIT JELUTONG, SHAH ALAM",JLN TIANG SERI U8/73D,April 2024,Freehold,190.00,sq.m,210,sq.m,    ,"RM950,000.00","JLN TIANG SERI U8/73D, Petaling, Malaysia",3.120553,101.5253995,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
Low-Cost House,Hilir Perak,Durian Sebatang,TMN DESA AMAN,JLN DESA AMAN 2,February 2024,Leasehold,100.00,sq.m,111,sq.m,    ,"RM180,000.00","JLN DESA AMAN 2, Hilir Perak, Malaysia",,,No,No,No,No,No,No,No,No,No
1 - 1 1/2 Storey Terraced,Kuantan,Kuala Kuantan,PL 16110 KOTA RAWSON,LORONG IM 21/,June 2024,Freehold,154.00,sq.m,95,sq.m,    ,"RM367,000.00","LORONG IM 21/, Kuantan, Malaysia",3.8587746,103.3067644,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
